 Year       Month  Enso3,4       solar          QBO1          QBO2            EHF_NH          EHF_SH         AO         AAO
 2020.4583  6     -0.3400000      0.1515070       2.284480      0.1588970       92.60640      -25.24850       8.848400       2.598600
 2020.5417  7     -0.3000000      0.1513750       2.387280     -0.2283330       92.60640      -36.54050       8.848400       2.052200
 2020.6250  8     -0.5900000      0.1518030       1.866030     -0.8509200       92.60640      -49.87450       8.848400       1.331700
 2020.7083  9     -0.8300000      0.1512260      0.9473960      -1.364910       4.419800      -57.41320      0.6314000       1.526000
 2020.7917 10      -1.260000      0.1517330     -0.1260330      -1.626280       13.27800      -66.39800      0.5597000       2.789600
 2020.8750 11      -1.420000      0.1534730     -0.8963760      -1.632050       23.12840      -66.39800       2.646100       2.789600
 2020.9583 12      -1.150000      0.1538800      -1.095120      -1.465640       46.11040      -66.39800      0.9101000       2.789600
 2021.0417  1      -1.000000      0.1520790     -0.7769560      -1.351650       68.73940      -66.39800      -1.573500       2.789600
 2021.1250  2      -1.000000      0.1515760     -0.6306090      -1.285720       75.94320      -66.39800      -2.764200       2.789600
 2021.2083  3     -0.8000000      0.1520610      -1.017400      -1.271450       86.91120      -5.765500     -0.6550000     0.08580000
 2021.2917  4     -0.7200000      0.1521470      -1.364350     -0.9265080       95.83690      -13.46860     -0.8594000      0.9132000
 2021.3750  5     -0.4600000      0.1525380      -1.957220     -0.4361390       95.83690      -19.72850     -0.8594000       1.227000
 2021.4583  6     -0.2800000      0.1535210      -1.923680      0.2140370       95.83690      -22.88140     -0.8594000       2.406200
 2021.5417  7     -0.3900000      0.1541800      -1.470070      0.7923790       95.83690      -29.14920     -0.8594000       1.946700
 2021.6250  8     -0.5300000      0.1532310      -1.282680      0.9014600       95.83690      -36.69780     -0.8594000       1.719900
 2021.7083  9     -0.5500000      0.1541280      -1.369490       1.106100       3.593700      -46.96880     -0.2516000       3.056300
 2021.7917 10     -0.9400000      0.1544380      -1.244250       1.329220       14.65770      -57.57180     -0.3974000       3.509500
 2021.8750 11     -0.9400000      0.1540280     -0.6778460       1.671260       25.00470      -57.57180     -0.3044000       3.509500
 2021.9583 12      -1.060000      0.1555380    -0.04931580       1.817160       41.39370      -57.57180     -0.1063000       3.509500
 2022.0417  1     -0.9400000      0.1557910    -0.02335550       1.793710       50.58380      -57.57180      0.7420000       3.509500
 2022.1250  2     -0.8900000      0.1568680      0.1857040       1.645670       62.52880      -57.57180       2.286400       3.509500
 2022.2083  3     -0.9700000      0.1577650      0.2426080       1.686480       82.57680      -5.791500       2.591600      0.5584000
 2022.2917  4      -1.110000      0.1599580      0.6769070       1.653020       92.47980      -11.37110       1.989000       1.090300
 2022.3750  5      -1.110000      0.1611570       1.739140       1.224190       92.47980      -17.40150       1.989000       1.186800
 2022.4583  6     -0.7500000      0.1595270       2.588150      0.1870390       92.47980      -24.02740       1.989000      0.3155000
 2022.5417  7     -0.6900000      0.1600750       3.057870     -0.3188080       92.47980      -30.46220       1.989000      0.7622000
 2022.6250  8     -0.9700000      0.1583890       2.928290     -0.8347480       92.47980      -40.91820       1.989000       1.493500
 2022.7083  9      -1.070000      0.1602170       2.349420      -1.466860       4.934800      -50.87880     -0.6552000       2.962000
 2022.7917 10     -0.9900000      0.1608720       1.591880      -1.795260       14.39580      -58.94240      0.6905000       3.292300
 2022.8750 11     -0.9000000      0.1599710      0.7242000      -1.874610       25.77680      -58.94240       1.029400       3.292300
 2022.9583 12     -0.8500000      0.1611730      0.3323760      -1.779220       40.44180      -58.94240      -1.689800       3.292300
 2023.0417  1     -0.7200000      0.1655250      0.1214600      -1.773210       63.29980      -58.94240      -2.364100       3.292300
 2023.1250  2     -0.4600000      0.1648880      0.1523490      -1.697150       87.47580      -58.94240     -0.7637000       3.292300
 2023.2083  3     -0.1100000      0.1648330     -0.1297280      -1.788650       95.11970      -4.997500     -0.4834000     -0.2582000
 2023.2917  4      0.1400000      0.1635340     -0.9429060      -1.846930       101.6370      -11.05540      -1.456500      -1.178900
 2023.3750  5      0.4600000      0.1637710      -1.769820      -1.360670       101.6370      -17.08930      -1.456500      0.2729000
 2023.4583  6      0.8400000      0.1656210      -2.467420     -0.6036810       101.6370      -23.39590      -1.456500     -0.1650000
 2023.5417  7       1.020000      0.1659850      -2.497160     0.09419980       101.6370      -36.51790      -1.456500     -0.9833000
 2023.6250  8       1.350000      0.1655950      -2.311280      0.3600500       101.6370      -43.39110      -1.456500      -1.021500
 2023.7083  9       1.600000      0.1648920      -2.236740      0.6847410       4.141300      -58.20110      0.3181000      -2.071900
 2023.7917 10       1.720000      0.1647270      -2.211360      0.9055450       13.24090      -73.90310    -0.09580000      -1.536700
 2023.8750 11       2.020000      0.1643890      -1.314650       1.521280       25.34990      -73.90310     -0.1316000      -1.536700
 2023.9583 12       2.030000      0.1634000     -0.1373060       1.989370       46.54290      -73.90310     -0.3531000      -1.536700
 2024.0417  1       1.810000      0.1646640      0.3721600       2.124220       63.83590      -73.90310     -0.5634000      -1.536700
 2024.1250  2       1.520000      0.1641640      0.8600520       2.138150       86.04990      -73.90310     0.07140000      -1.536700
 2024.2083  3       1.130000      0.1633170       1.132800       1.993520       103.3760      -7.102700     -0.5388000    -0.05790000
 2024.2917  4      0.7700000      0.1649910       2.472960       1.415970       108.7120      -13.01410    -0.07430000      0.9476000
 2024.3750  5      0.2300000      0.1668630       2.888280      0.1046170       108.7120      -24.30810    -0.07430000      0.8745000
 2024.4583  6      0.1700000      0.1678090       3.026300     -0.4695610       108.7120      -34.65610    -0.07430000       1.084600
 2024.5417  7     0.04000000      0.1695680       2.646260     -0.9724020       108.7120      -50.08110    -0.07430000      0.4877000
 2024.6250  8     -0.1200000      0.1727230       1.758680      -1.332340       108.7120      -58.59230    -0.07430000      -1.662700
 2024.7083  9     -0.2600000      0.1708500      0.7084750      -1.620710       5.276600      -70.69330     -0.6237000      -1.564900
 2024.7917 10     -0.2700000      0.1705680     -0.1365370      -1.796680       12.38210      -87.30830    -0.09890000      -2.131900
 2024.8750 11     -0.2500000      0.1687790     -0.8913270      -1.909470       25.06910      -87.30830     -0.1363000      -2.131900
 2024.9583 12     -0.5600000      0.1682800     -0.7942410      -1.714420       37.21310      -87.30830     -0.4718000      -2.131900
