 Year       Month  Enso3,4       solar          QBO1          QBO2            EHF_NH          EHF_SH         AO         AAO
 1999.6250  8      -1.220000      0.1636100     -0.6138170      -1.604720       104.0830      -39.95570      -1.466400       1.801400
 1999.7083  9      -1.090000      0.1609430     -0.8373800      -1.542800       4.897500      -53.37770     0.05910000       1.789300
 1999.7917 10      -1.230000      0.1627140      -1.129320      -1.290030       12.62990      -65.93670     0.05330000       3.442800
 1999.8750 11      -1.580000      0.1645220      -1.462090     -0.9532400       27.64190      -65.93670      0.6642000       3.442800
 1999.9583 12      -1.740000      0.1636650      -1.521370     -0.8621410       39.67190      -65.93670       1.707300       3.442800
 2000.0417  1      -1.770000      0.1628880      -1.742140     -0.8201460       55.48290      -65.93670       2.977500       3.442800
 2000.1250  2      -1.550000      0.1638730      -1.717100     -0.8770770       67.72290      -65.93670       4.053300       3.442800
 2000.2083  3     -0.9800000      0.1661600      -1.830870     -0.9204160       84.94690      -6.226200       3.601900      0.1331000
 2000.2917  4     -0.8700000      0.1662700      -2.237480     -0.6008630       94.60750      -10.66160       3.323400      0.3658000
 2000.3750  5     -0.8600000      0.1644770      -2.830980     -0.1106090       94.60750      -16.03510       3.323400       1.492900
 2000.4583  6     -0.7900000      0.1650680      -2.731100      0.4633780       94.60750      -21.85030       3.323400       1.610100
 2000.5417  7     -0.6700000      0.1673860      -2.091070      0.8733900       94.60750      -31.08640       3.323400       1.668700
 2000.6250  8     -0.4900000      0.1655290      -1.933270       1.063510       94.60750      -39.98070       3.323400      0.9952000
 2000.7083  9     -0.5200000      0.1651190      -2.080280      0.9988950       4.282700      -57.68270      0.3949000     -0.8577000
 2000.7917 10     -0.7000000      0.1651620      -1.682970       1.203000       12.69310      -82.19370      0.7117000     -0.5107000
 2000.8750 11     -0.7900000      0.1661100     -0.9042170       1.323550       33.30610      -82.19370     -0.8698000     -0.5107000
 2000.9583 12     -0.9200000      0.1652050     -0.3568440       1.389340       47.31910      -82.19370      -3.224200     -0.5107000
 2001.0417  1     -0.7300000      0.1638490     -0.4152930       1.447180       66.21810      -82.19370      -4.183000     -0.5107000
 2001.1250  2     -0.6300000      0.1622860     -0.5166320       1.414050       89.17610      -82.19370      -4.805400     -0.5107000
 2001.2083  3     -0.4800000      0.1634810     -0.1562240       1.472820       96.82920      -5.179900      -6.491900     -0.5548000
 2001.2917  4     -0.4900000      0.1635910     -0.3667630       1.568270       104.4000      -10.71990      -5.585900    -0.03980000
 2001.3750  5     -0.3400000      0.1624330     -0.3098570       1.797970       104.4000      -19.40160      -5.585900     -0.3020000
 2001.4583  6     -0.1900000      0.1644520      0.3027250       1.928270       104.4000      -29.14920      -5.585900     0.08410000
 2001.5417  7    -0.04000000      0.1619950       1.089970       1.830500       104.4000      -31.59120      -5.585900     -0.8442000
 2001.6250  8    -0.05000000      0.1629420       1.784900       1.599470       104.4000      -42.89120      -5.585900     0.06610000
 2001.7083  9     -0.2000000      0.1675300       2.089390       1.166020       4.563300      -56.35520     -0.7066000       1.227500
 2001.7917 10     -0.1400000      0.1683470       2.454950      0.6911790       11.29930      -70.72320   0.0009000000       2.504600
 2001.8750 11     -0.3700000      0.1669780       2.783400     0.04198630       26.23030      -70.72320      0.8195000       2.504600
 2001.9583 12     -0.4100000      0.1700420       2.857580     -0.3241780       49.83930      -70.72320     -0.5029000       2.504600
 2002.0417  1     -0.1500000      0.1713100       2.551560     -0.6959150       65.71330      -70.72320      0.8784000       2.504600
 2002.1250  2    -0.04000000      0.1695250       2.357030      -1.087600       80.72830      -70.72320       2.181900       2.504600
 2002.2083  3     0.01000000      0.1667670       2.047470      -1.430100       91.50930      -5.468500       3.083900      -1.823500
 2002.2917  4     0.02000000      0.1665380      0.5834720      -1.919290       97.91730      -10.99320       3.832300      -1.658500
 2002.3750  5      0.3100000      0.1662420     -0.3256260      -1.957570       97.91730      -18.93510       3.832300      -4.457000
 2002.4583  6      0.7200000      0.1638340     -0.6755070      -1.685600       97.91730      -29.44310       3.832300      -5.569000
 2002.5417  7      0.7400000      0.1636110     -0.3758770      -1.407070       97.91730      -39.10330       3.832300      -6.159900
 2002.6250  8      0.8700000      0.1650900     -0.3490430      -1.438580       97.91730      -53.24130       3.832300      -6.259300
 2002.7083  9       1.090000      0.1654040     -0.5683410      -1.330100       4.920500      -79.80430    -0.04270000      -7.123800
 2002.7917 10       1.250000      0.1643240      -1.028550     -0.9970890       12.85580      -87.98350      -1.531200      -9.687800
 2002.8750 11       1.470000      0.1635520      -1.384540     -0.4890900       26.81380      -87.98350      -2.956300      -9.687800
 2002.9583 12       1.370000      0.1638410      -1.112880     -0.1050680       46.00580      -87.98350      -4.548400      -9.687800
 2003.0417  1      0.6000000      0.1622900      -1.197500   -0.004542860       67.18580      -87.98350      -5.020100      -9.687800
 2003.1250  2      0.6400000      0.1595550      -1.416020    -0.01148780       81.16580      -87.98350      -4.892300      -9.687800
 2003.2083  3      0.3600000      0.1595440      -1.593820      0.1842670       97.11380      -5.867700      -3.959300     -0.1877000
 2003.2917  4     -0.1400000      0.1591340      -1.611360      0.6103510       107.2800      -11.98470      -4.137400     0.03660000
 2003.3750  5     -0.6100000      0.1580170      -1.419310       1.108920       107.2800      -18.84390      -4.137400      0.4211000
 2003.4583  6     -0.2900000      0.1584480     -0.6786730       1.644410       107.2800      -23.83880      -4.137400     -0.3534000
 2003.5417  7      0.2100000      0.1594190      0.1594640       2.003110       107.2800      -31.59160      -4.137400      0.3736000
 2003.6250  8      0.2600000      0.1589910      0.6580700       1.907770       107.2800      -41.80260      -4.137400       1.051600
 2003.7083  9      0.2700000      0.1580560      0.9288020       1.743350       3.705800      -55.89060      0.4666000      0.7285000
 2003.7917 10      0.4200000      0.1594000       1.231540       1.575470       13.41870      -77.32460     -0.2032000      0.7036000
 2003.8750 11      0.3300000      0.1593820       1.884550       1.274010       27.26770      -77.32460      0.4392000      0.7036000
 2003.9583 12      0.4300000      0.1575810       2.539040      0.6719280       49.35770      -77.32460      0.7044000      0.7036000
 2004.0417  1      0.2700000      0.1569070       2.312910      0.2619630       71.86470      -77.32460     -0.9814000      0.7036000
 2004.1250  2      0.2300000      0.1565450       2.336140     -0.2296200       85.68370      -77.32460      -2.509900      0.7036000
 2004.2083  3      0.1200000      0.1565890       2.599830     -0.5992760       94.09870      -5.819900      -2.191800      0.4317000
 2004.2917  4     0.07000000      0.1559760       2.141750      -1.223450       103.6570      -13.34170      -2.601200      0.5827000
 2004.3750  5     0.06000000      0.1554880       1.045200      -1.658040       103.6570      -22.42710      -2.601200       1.042300
 2004.4583  6      0.1300000      0.1557690      0.2392640      -1.705580       103.6570      -26.44260      -2.601200       2.237700
 2004.5417  7      0.4900000      0.1557620    -0.08756390      -1.481270       103.6570      -36.04150      -2.601200       3.712000
 2004.6250  8      0.7600000      0.1556760     -0.1643970      -1.303670       103.6570      -46.53150      -2.601200       3.640800
 2004.7083  9      0.8100000      0.1554910     -0.3363570      -1.169080       3.632200      -60.96850      0.8550000       3.894400
 2004.7917 10      0.7300000      0.1557980     -0.7991250     -0.9685860       13.75120      -74.63750      0.3396000       3.851900
 2004.8750 11      0.6600000      0.1563610      -1.098990     -0.5233880       26.25320      -74.63750       1.017900       3.851900
 2004.9583 12      0.7400000      0.1551830      -1.335550     -0.2394280       39.01220      -74.63750       2.248000       3.851900
 2005.0417  1      0.6600000      0.1546720      -1.426190    -0.08715840       55.51420      -74.63750       2.604200       3.851900
 2005.1250  2      0.3600000      0.1542950      -1.643160     -0.2407790       76.42820      -74.63750       1.333600       3.851900
 2005.2083  3      0.4500000      0.1534590      -2.079270     -0.2268730       97.67120      -4.630500    -0.01430000      0.1583000
 2005.2917  4      0.2600000      0.1531980      -2.252670      0.3627410       105.7220      -12.41710    -0.06050000      0.5137000
 2005.3750  5      0.3000000      0.1544330      -2.240760      0.9690610       105.7220      -21.13490    -0.06050000      0.2164000
 2005.4583  6     0.04000000      0.1540450      -1.543240       1.507320       105.7220      -30.79270    -0.06050000      -1.211300
 2005.5417  7     -0.2300000      0.1544360     -0.6730090       1.956050       105.7220      -39.63980    -0.06050000      -1.463300
 2005.6250  8    -0.05000000      0.1541060     -0.3872180       2.102130       105.7220      -50.57980    -0.06050000      -1.235100
 2005.7083  9    -0.04000000      0.1533920      0.2600890       2.259010       2.758400      -66.88680      0.8024000     -0.9944000
 2005.7917 10    -0.06000000      0.1521840      0.8851140       2.331550       12.81640      -85.02680      0.8322000     -0.9634000
 2005.8750 11     -0.5900000      0.1525680       1.634340       1.978260       27.56140      -85.02680       1.059900     -0.9634000
 2005.9583 12     -0.9200000      0.1536070       1.942720       1.608780       42.66340      -85.02680      -1.044000     -0.9634000
 2006.0417  1     -0.9100000      0.1525710       2.221310       1.130560       68.32540      -85.02680      -1.214500     -0.9634000
 2006.1250  2     -0.6700000      0.1517290       2.256140      0.5171880       80.20540      -85.02680      -1.370300     -0.9634000
 2006.2083  3     -0.7100000      0.1515380       2.265000     -0.1416420       91.85940      -4.993600      -2.974100      0.5006000
 2006.2917  4     -0.3200000      0.1532470       2.486600     -0.6086680       97.92530      -10.14120      -2.835800      0.3313000
 2006.3750  5    -0.09000000      0.1531790       2.159770      -1.192380       97.92530      -16.18480      -2.835800       2.026700
 2006.4583  6      0.0000000      0.1523040       1.404520      -1.616170       97.92530      -23.89730      -2.835800       2.464700
 2006.5417  7     0.01000000      0.1522550      0.5958060      -1.676010       97.92530      -29.12960      -2.835800       3.390200
 2006.6250  8      0.3100000      0.1520820      0.2136200      -1.551280       97.92530      -35.85270      -2.835800       1.663100
 2006.7083  9      0.6000000      0.1522380     -0.3095620      -1.592040       4.263900      -49.57270      0.6065000       1.339000
 2006.7917 10      0.7000000      0.1519080     -0.7771240      -1.512640       14.09940      -60.74770     -0.4226000       2.218200
 2006.8750 11      0.9900000      0.1525480      -1.189360      -1.194580       21.88430      -60.74770     0.09870000       2.218200
 2006.9583 12       1.140000      0.1519050      -1.329300     -0.8231680       45.05230      -60.74770       2.380400       2.218200
 2007.0417  1      0.7000000      0.1518270      -1.164280     -0.4506920       61.35630      -60.74770       4.414200       2.218200
 2007.1250  2      0.1300000      0.1511550      -1.364410     -0.5531330       85.93330      -60.74770       3.107300       2.218200
 2007.2083  3     -0.1800000      0.1509650      -1.799690     -0.3432680       93.18760      -5.592000       4.289400     -0.5701000
 2007.2917  4     -0.3200000      0.1509420      -2.090980      0.1546530       102.9770      -12.25440       4.833700      -1.605300
 2007.3750  5     -0.4700000      0.1513400      -2.313130      0.8023810       102.9770      -17.24320       4.833700      -2.217200
 2007.4583  6     -0.3500000      0.1516600      -1.038740       1.639320       102.9770      -28.01620       4.833700      -3.415200
 2007.5417  7     -0.5900000      0.1514640      0.1901870       2.127070       102.9770      -39.35820       4.833700      -6.045900
 2007.6250  8     -0.7200000      0.1512410      0.5507770       2.300920       102.9770      -47.53110       4.833700      -6.153800
 2007.7083  9      -1.110000      0.1506980      0.7414510       2.298680       3.600200      -67.01610      0.1789000      -6.123300
 2007.7917 10      -1.390000      0.1506200       1.035450       2.199420       13.64220      -82.71010      0.5624000      -6.557000
 2007.8750 11      -1.540000      0.1505490       1.853170       1.830520       25.25420      -82.71010     0.04370000      -6.557000
 2007.9583 12      -1.580000      0.1511350       2.213850       1.184790       40.24720      -82.71010      0.8648000      -6.557000
 2008.0417  1      -1.680000      0.1512400       2.493350      0.7599130       60.29620      -82.71010       1.683800      -6.557000
 2008.1250  2      -1.670000      0.1508430       2.469550      0.1395990       81.66220      -82.71010       2.621900      -6.557000
 2008.2083  3      -1.210000      0.1510740       2.421740     -0.3096240       93.70120      -4.476000       3.207500      0.5875000
 2008.2917  4     -0.9900000      0.1511750       2.441080     -0.7547990       99.42630      -11.78910       2.752500     -0.2859000
 2008.3750  5     -0.8400000      0.1509810       2.136550      -1.385070       99.42630      -20.25580       2.752500     -0.7757000
 2008.4583  6     -0.6800000      0.1505880       1.255890      -1.717000       99.42630      -26.23300       2.752500      0.5727000
 2008.5417  7     -0.3000000      0.1505750      0.1211170      -1.707920       99.42630      -31.77090       2.752500      0.8929000
 2008.6250  8     -0.1300000      0.1506620     -0.1894880      -1.622350       99.42630      -39.34200       2.752500      0.9799000
 2008.7083  9     -0.2500000      0.1505800     -0.4332560      -1.617040       4.144300      -51.83700     -0.3266000       2.365500
 2008.7917 10     -0.3500000      0.1507460     -0.6892770      -1.362970       11.93820      -69.14700       1.349200       3.580400
 2008.8750 11     -0.4600000      0.1506210     -0.6274830      -1.005150       26.49720      -69.14700       1.441400       3.580400
 2008.9583 12     -0.8600000      0.1503230     -0.5367890      -1.120400       42.70920      -69.14700       2.089200       3.580400
 2009.0417  1     -0.8900000      0.1503150     -0.7925250      -1.336210       75.83520      -69.14700       2.888900       3.580400
 2009.1250  2     -0.7900000      0.1504250     -0.9713380      -1.411770       87.95220      -69.14700       2.216600       3.580400
 2009.2083  3     -0.6900000      0.1504550      -1.062980      -1.283470       95.25260      -5.834100       2.337900      0.6046000
 2009.2917  4     -0.3500000      0.1504430      -1.691100      -1.123840       102.7570      -11.01650       3.310400      0.6338000
 2009.3750  5     0.06000000      0.1509350      -2.183670     -0.5039950       102.7570      -19.65320       3.310400    -0.09900000
 2009.4583  6      0.3100000      0.1509270      -2.160610      0.1498880       102.7570      -25.38080       3.310400     -0.5690000
 2009.5417  7      0.4800000      0.1506750      -1.725530      0.7461550       102.7570      -32.48120       3.310400      -1.803200
 2009.6250  8      0.5600000      0.1504670      -1.311970      0.8651890       102.7570      -41.71160       3.310400      -2.488800
 2009.7083  9      0.6800000      0.1508280      -1.660760      0.7418470       3.653900      -55.35160      0.8745000      -2.505300
 2009.7917 10      0.8900000      0.1512120      -1.726600      0.6731620       14.13590      -67.43160     -0.6654000      -2.420500
 2009.8750 11       1.460000      0.1515880      -1.401210       1.046310       32.00790      -67.43160     -0.2065000      -2.420500
 2009.9583 12       1.740000      0.1518630      -1.060470       1.158900       48.01690      -67.43160      -3.619300      -2.420500
 2010.0417  1       1.520000      0.1523210      -1.504530       1.253120       74.26790      -67.43160      -6.206100      -2.420500
 2010.1250  2       1.250000      0.1529820      -1.620650       1.248860       91.88390      -67.43160      -10.47180      -2.420500
 2010.2083  3      0.9000000      0.1528550      -1.614280       1.535880       104.2740      -6.396000      -10.90390      0.1083000
 2010.2917  4      0.3800000      0.1525940     -0.6878220       2.015730       110.3830      -11.65040      -11.17840      0.4857000
 2010.3750  5     -0.2200000      0.1524950       1.255890       2.419680       110.3830      -16.20260      -11.17840       1.506700
 2010.4583  6     -0.6900000      0.1523240       2.790490       1.903160       110.3830      -23.22900      -11.17840       3.577400
 2010.5417  7      -1.070000      0.1532990       3.596260      0.6613410       110.3830      -36.94100      -11.17840       6.001100
 2010.6250  8      -1.390000      0.1533720       3.438820     -0.2687520       110.3830      -42.54520      -11.17840       7.511200
 2010.7083  9      -1.600000      0.1538040       2.745860      -1.058670       4.117500      -55.43120     -0.8646000       7.913000
 2010.7917 10      -1.690000      0.1531890       1.592770      -1.599330       12.78010      -67.13920      -1.331600       9.247900
 2010.8750 11      -1.640000      0.1533580      0.5953400      -1.757720       26.80110      -67.13920      -1.707300       9.247900
 2010.9583 12      -1.600000      0.1533590      0.1675410      -1.570340       41.16710      -67.13920      -4.338300       9.247900
 2011.0417  1      -1.540000      0.1531530    0.004906070      -1.369360       58.50210      -67.13920      -6.021400       9.247900
 2011.1250  2      -1.110000      0.1538860     -0.4088720      -1.361680       69.26310      -67.13920      -4.446000       9.247900
 2011.2083  3     -0.9300000      0.1559640     -0.6193010      -1.390930       79.90510      -5.304200      -3.021900     -0.2962000
 2011.2917  4     -0.7700000      0.1576360     -0.6146600      -1.340420       97.80410      -10.51780     -0.7471000      -1.166200
 2011.3750  5     -0.5200000      0.1560930      -1.388630      -1.213040       97.80410      -16.53430     -0.7471000     0.09950000
 2011.4583  6     -0.3800000      0.1562330      -1.833180     -0.7097570       97.80410      -23.01410     -0.7471000   0.0005000000
 2011.5417  7     -0.4300000      0.1557230      -1.825000     -0.3386330       97.80410      -34.28410     -0.7471000      -1.383700
 2011.6250  8     -0.6500000      0.1562650      -1.843040     -0.2944490       97.80410      -40.41310     -0.7471000      -2.585700
 2011.7083  9     -0.8000000      0.1587420      -2.031460     -0.1580220       4.479300      -52.03610      0.6647000      -3.835700
 2011.7917 10      -1.050000      0.1600070      -2.352130    -0.03133470       12.54240      -65.57710       1.464500      -3.447500
 2011.8750 11      -1.190000      0.1617200      -2.155040      0.5516390       22.65740      -65.57710       2.923700      -3.447500
 2011.9583 12      -1.060000      0.1612140      -1.297380       1.054670       40.01240      -65.57710       5.144500      -3.447500
 2012.0417  1     -0.8700000      0.1596590      -1.165080      0.9708710       62.85840      -65.57710       4.924800      -3.447500
 2012.1250  2     -0.6700000      0.1574740     -0.9302700      0.9650470       79.53740      -65.57710       4.888500      -3.447500
 2012.2083  3     -0.6100000      0.1576990     -0.9784830       1.028320       94.00840      -6.539200       5.925600      0.2748000
 2012.2917  4     -0.5000000      0.1580640     -0.8660600       1.118810       102.7220      -11.91800       5.891000      0.9404000
 2012.3750  5     -0.3200000      0.1588420     -0.6101170       1.622840       102.7220      -17.12640       5.891000       1.093200
 2012.4583  6     0.02000000      0.1589990    -0.07058010       1.921110       102.7220      -23.27160       5.891000      0.8961000
 2012.5417  7      0.2500000      0.1590100      0.4444590       1.935520       102.7220      -33.99360       5.891000       2.155400
 2012.6250  8      0.4700000      0.1589830      0.6697110       1.795040       102.7220      -43.98840       5.891000       2.644200
 2012.7083  9      0.3800000      0.1597740      0.9623950       1.692300       3.998800      -61.09440      0.7722000       3.206600
 2012.7917 10      0.2600000      0.1592440       1.049320       1.597550       11.88430      -81.00440     -0.7418000       2.762400
 2012.8750 11      0.1600000      0.1588090       1.641320       1.185060       22.37630      -81.00440     -0.8524000       2.762400
 2012.9583 12     -0.2500000      0.1574780       1.943950      0.5555300       41.42130      -81.00440      -2.601000       2.762400
 2013.0417  1     -0.5300000      0.1591160       1.827930      0.2625230       67.05030      -81.00440      -3.210500       2.762400
 2013.1250  2     -0.5200000      0.1572370       2.033310     -0.1138420       78.33230      -81.00440      -4.217900       2.762400
 2013.2083  3     -0.2500000      0.1581980       2.591690     -0.3728810       85.77680      -5.223600      -7.403300       1.374800
 2013.2917  4     -0.2500000      0.1593610       2.627070     -0.7813080       94.66350      -11.08850      -7.081100       1.985400
 2013.3750  5     -0.4000000      0.1613100       2.576790      -1.222900       94.66350      -17.19490      -7.081100       2.345000
 2013.4583  6     -0.4200000      0.1587910       1.892140      -1.682610       94.66350      -24.40640      -7.081100       2.073900
 2013.5417  7     -0.3900000      0.1592020       1.105670      -1.807880       94.66350      -32.09430      -7.081100       3.019200
 2013.6250  8     -0.3800000      0.1594690      0.6941560      -1.800370       94.66350      -41.02590      -7.081100       1.458300
 2013.7083  9     -0.1800000      0.1580820      0.3079040      -1.787740       4.571800      -57.53690     -0.4609000     -0.2000000
 2013.7917 10     -0.2000000      0.1595560    -0.03617110      -1.760390       12.37460      -77.47790     -0.1981000     -0.6576000
 2013.8750 11     -0.1400000      0.1610740     -0.5672680      -1.777030       22.09290      -77.47790       1.830900     -0.6576000
 2013.9583 12     -0.1700000      0.1616190     -0.9837910      -1.743040       36.64090      -77.47790       3.305800     -0.6576000
 2014.0417  1     -0.4900000      0.1620140     -0.9440500      -1.682150       60.69990      -77.47790       2.337000     -0.6576000
 2014.1250  2     -0.6200000      0.1627480      -1.092040      -1.647940       73.58490      -77.47790       2.380800     -0.6576000
 2014.2083  3     -0.2800000      0.1631130      -1.214850      -1.527450       92.46090      -5.909300       3.586600      0.4670000
 2014.2917  4     0.08000000      0.1621060      -1.736590     -0.9819850       100.2900      -13.00230       4.558600       1.080700
 2014.3750  5      0.3200000      0.1604400      -2.305520     -0.1504580       100.2900      -19.15870       4.558600      0.6355000
 2014.4583  6      0.2300000      0.1590680      -2.396760      0.6618960       100.2900      -25.87110       4.558600       1.476700
 2014.5417  7    -0.06000000      0.1610290      -1.977030       1.066270       100.2900      -35.81730       4.558600       1.723700
 2014.6250  8    -0.03000000      0.1605470      -1.957570       1.185570       100.2900      -46.42930       4.558600       1.664800
 2014.7083  9      0.2900000      0.1616440      -2.007830       1.363120       4.155000      -57.72930      0.1019000      0.5459000
 2014.7917 10      0.4400000      0.1621350      -1.585900       1.583340       11.17760      -79.84930      -1.032500      0.5069000
 2014.8750 11      0.7500000      0.1630620     -0.6010480       1.956930       27.45060      -79.84930      -1.562800      0.5069000
 2014.9583 12      0.7100000      0.1631080      0.3326080       2.193520       44.38860      -79.84930      -1.149900      0.5069000
 2015.0417  1      0.5100000      0.1619690      0.7631690       2.172770       62.35660      -79.84930    -0.05830000      0.5069000
 2015.1250  2      0.4200000      0.1621540      0.8169160       2.047880       71.42710      -79.84930      0.9843000      0.5069000
 2015.2083  3      0.4700000      0.1609620       1.170690       1.860680       87.20710      -6.259500       2.821700      0.7733000
 2015.2917  4      0.7000000      0.1613180       1.845860       1.613280       101.0780      -12.01220       4.037400       1.801900
 2015.3750  5      0.9200000      0.1599800       2.837050      0.7024320       101.0780      -20.47970       4.037400       2.217500
 2015.4583  6       1.180000      0.1595920       3.129220     -0.2933670       101.0780      -26.94130       4.037400       2.928800
 2015.5417  7       1.460000      0.1590780       2.762920     -0.9129250       101.0780      -32.49510       4.037400       4.606800
 2015.6250  8       1.930000      0.1576510       2.184880      -1.484230       101.0780      -39.27010       4.037400       5.668600
 2015.7083  9       2.210000      0.1569450       1.218020      -1.767490       5.049200      -51.46510     -0.1645000       6.211000
 2015.7917 10       2.360000      0.1571720      0.2442160      -1.856400       12.24700      -60.75370     -0.4146000       6.041100
 2015.8750 11       2.720000      0.1579630     -0.6141190      -1.804800       23.23400      -60.75370       1.530400       6.041100
 2015.9583 12       2.660000      0.1577140     -0.7303550      -1.570450       33.77300      -60.75370       2.974500       6.041100
 2016.0417  1       2.570000      0.1570020     -0.3996030      -1.384310       55.44500      -60.75370       1.525800       6.041100
 2016.1250  2       2.260000      0.1571630     -0.3979790      -1.206640       76.78900      -60.75370       1.502300       6.041100
 2016.2083  3       1.620000      0.1557380     -0.2464860     -0.8275860       96.63300      -5.583500       1.782500       2.038300
 2016.2917  4      0.9100000      0.1547410      0.4943050     -0.4221280       102.4910      -12.32330      0.7314000       2.135200
 2016.3750  5      0.3000000      0.1552490       1.631880     -0.3385670       102.4910      -24.27730      0.7314000       2.147600
 2016.4583  6    -0.03000000      0.1543180       2.355620     -0.3410770       102.4910      -31.94720      0.7314000       4.713100
 2016.5417  7     -0.4800000      0.1544240       2.536020     -0.6242110       102.4910      -42.06320      0.7314000       5.119700
 2016.6250  8     -0.5800000      0.1541690       2.285290      -1.065890       102.4910      -52.43420      0.7314000       4.381200
 2016.7083  9     -0.5800000      0.1542500       1.994320      -1.364120       4.623000      -67.55120      0.7810000       6.714000
 2016.7917 10     -0.7400000      0.1538240       1.539380      -1.697530       15.37000      -85.14320      -1.136300       6.536800
 2016.8750 11     -0.7600000      0.1531210      0.9692580      -1.873940       32.23200      -85.14320      -1.747200       6.536800
 2016.9583 12     -0.5000000      0.1524460      0.4797280      -2.004870       43.82800      -85.14320     0.03920000       6.536800
 2017.0417  1     -0.4300000      0.1526140      0.3154830      -1.985650       68.01800      -85.14320      0.9812000       6.536800
 2017.1250  2    -0.08000000      0.1523840     0.07994200      -1.928510       83.35500      -85.14320       1.321100       6.536800
 2017.2083  3     0.03000000      0.1520670     -0.4043080      -1.960530       92.87360      -4.545000       2.686500      0.1561000
 2017.2917  4      0.2200000      0.1529570      -1.278990      -1.778430       101.1800      -11.45790       2.597800      0.7753000
 2017.3750  5      0.3700000      0.1522570      -2.118740     -0.9590630       101.1800      -17.22720       2.597800       1.828100
 2017.4583  6      0.3400000      0.1525900      -2.496860     0.02388010       101.1800      -25.95980       2.597800       2.374500
 2017.5417  7      0.2500000      0.1523150      -2.475240      0.5501440       101.1800      -33.99700       2.597800       3.102900
 2017.6250  8     -0.1600000      0.1524730      -2.172420      0.7755980       101.1800      -46.68000       2.597800       3.867000
 2017.7083  9     -0.4300000      0.1535770      -2.131730      0.8938950       4.526300      -63.35000     -0.4924000       5.163100
 2017.7917 10     -0.5600000      0.1527550      -2.084010       1.056070       13.65140      -78.53800      0.1979000       4.595500
 2017.8750 11     -0.9700000      0.1521180      -1.626600       1.260050       24.12040      -78.53800      0.1203000       4.595500
 2017.9583 12     -0.9800000      0.1516790     -0.9896570       1.443070       41.07640      -78.53800     0.06130000       4.595500
 2018.0417  1     -0.9800000      0.1513760      -1.048410       1.493130       59.80640      -78.53800     -0.2195000       4.595500
 2018.1250  2     -0.7800000      0.1511390      -1.115740       1.365760       88.22340      -78.53800     -0.1068000       4.595500
 2018.2083  3     -0.8000000      0.1509500      -1.470910       1.448420       96.69300      -5.406800      -1.047900      0.1405000
 2018.2917  4     -0.5100000      0.1514190      -1.035900       1.787280       104.4830      -12.79210     -0.5040000      -1.025700
 2018.3750  5     -0.2000000      0.1515900     -0.1237890       2.236160       104.4830      -20.97130     -0.5040000      -1.102300
 2018.4583  6     0.04000000      0.1519330      0.7189770       2.345040       104.4830      -26.65530     -0.5040000      -1.114200
 2018.5417  7      0.1200000      0.1515240       1.720730       2.126580       104.4830      -34.38040     -0.5040000     -0.7374000
 2018.6250  8     0.09000000      0.1512720       2.351960       1.507360       104.4830      -40.82470     -0.5040000      -1.080200
 2018.7083  9      0.4700000      0.1510280       2.843540      0.7335130       5.043500      -54.36370      0.5845000      0.3782000
 2018.7917 10      0.9000000      0.1510030       3.082490     0.06859130       12.94220      -65.76670      0.9973000      0.9085000
 2018.8750 11      0.9000000      0.1508790       3.179260     -0.5058320       29.34020      -65.76670     -0.1189000      0.9085000
 2018.9583 12      0.8900000      0.1509440       2.605840     -0.9777710       53.57920      -65.76670   -0.009200000      0.9085000
 2019.0417  1      0.6500000      0.1511030       2.337110     -0.9846100       70.86120      -65.76670     -0.7224000      0.9085000
 2019.1250  2      0.7100000      0.1508860       1.950100      -1.216170       84.78220      -65.76670      0.4271000      0.9085000
 2019.2083  3      0.8100000      0.1510720       1.114730      -1.551950       96.74620      -5.413900       2.543200      0.7446000
 2019.2917  4      0.6200000      0.1514030      0.4593190      -1.855230       107.5320      -10.62540       2.287900       1.080400
 2019.3750  5      0.5500000      0.1514920     -0.5102140      -2.005670       107.5320      -16.07070       2.287900       1.415000
 2019.4583  6      0.4500000      0.1513350      -1.135120      -1.753050       107.5320      -25.08580       2.287900       2.880000
 2019.5417  7      0.3500000      0.1510840      -1.167290      -1.511720       107.5320      -36.67880       2.287900       2.490300
 2019.6250  8     0.04000000      0.1508610      -1.007160      -1.308370       107.5320      -51.36180       2.287900       1.409900
 2019.7083  9     0.03000000      0.1507250     -0.6887500      -1.163810       4.117200      -80.11680      0.3062000       1.972900
 2019.7917 10      0.4800000      0.1507440      -1.043370     -0.8980920       12.29240      -92.75080      0.2240000       1.047700
 2019.8750 11      0.5200000      0.1508540      -1.239000     -0.5310110       29.68140      -92.75080     -0.9694000       1.047700
 2019.9583 12      0.5200000      0.1507960      -1.422870     -0.2816650       46.50640      -92.75080     -0.5573000       1.047700
 2020.0417  1      0.6000000      0.1508050      -1.254390    -0.03654410       59.72840      -92.75080       1.861700       1.047700
 2020.1250  2      0.3700000      0.1505160     -0.9943200      0.1330380       67.99540      -92.75080       5.278900       1.047700
 2020.2083  3      0.4800000      0.1506200     -0.8995680      0.2196220       80.63640      -4.662500       7.920300       1.426400
 2020.2917  4      0.3600000      0.1508170    -0.04012790      0.3041890       92.60640      -11.56280       8.848400      0.9512000
 2020.3750  5     -0.2700000      0.1512090       1.526020      0.4152650       92.60640      -19.83940       8.848400       1.527800
